Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit,Fraud
Discover,Discover,6.22912E+15,Albert R Pete,169,Oct-14,Oct-30,6,5800,109900,1
Master Card,Chase,5.31047E+15,Hector Morrison,360,May-09,May-21,12,4234,58500,0
Japan Credit Bureau,JCB,3.55387E+15,Debby G Manning,380,Feb-13,Feb-17,20,1813,175200,0
Japan Credit Bureau,JCB,3.58779E+15,Victor S Pierce,911,Apr-09,Apr-28,3,2303,20300,0
Diners Club International,Diners Club,3.04476E+13,Eusebia G Weathersby,976,Jan-12,Jan-21,14,5528,29400,0
Visa,Chase,4.09824E+15,Martin F Larson,193,Jan-12,Jan-26,27,8644,26300,0
Diners Club International,Diners Club,3.01375E+13,Cole Saez,168,Jul-14,Jul-21,7,294,188800,0
Japan Credit Bureau,JCB,3.58822E+15,Loretta M Oneil,342,Dec-14,Dec-31,7,4226,85200,0
Master Card,GE Capital,5.43318E+15,Georgia C Peabody,648,Jul-16,Jul-22,27,161,135500,0
Master Card,GE Capital,5.2167E+15,Lloyd Fox,656,Mar-13,Mar-31,3,6037,184000,0
Discover,Discover,6.01133E+15,Reynaldo D Holman,914,Jun-10,Jun-24,15,6742,46800,0
Discover,Discover,6.01105E+15,Luis A Combs,240,Jul-16,Jul-25,16,1505,136600,0
Discover,Discover,6.54143E+15,Adaline I Addington,737,Nov-10,Nov-16,16,954,12700,0
Japan Credit Bureau,JCB,3.57685E+15,Veronica G Carter,832,Nov-07,Nov-18,20,8270,126100,0
American Express,American Express,3.74484E+14,Deidra V Linville,5371,Mar-15,Mar-31,11,8708,26200,0
Japan Credit Bureau,JCB,3.54254E+15,Jean O Daniel,285,Jul-15,Jul-27,27,2116,67800,0
Master Card,Capital One,5.3534E+15,Clifford Cathey,156,Apr-09,Apr-21,21,2102,87800,0
Japan Credit Bureau,JCB,3.54635E+15,April D Cooper,149,May-09,May-25,14,8384,152400,1
Diners Club International,Diners Club,3.01989E+13,Jamaal J Mullinax,188,Sep-09,Sep-14,13,194,190600,0
Discover,Discover,6.01138E+15,Carlos Bell,360,May-14,May-28,25,4671,32900,0
Diners Club International,Diners Club,3.6123E+13,Harland E Gaddy,983,Jul-14,Jul-31,3,5895,195300,1
Diners Club International,Diners Club,3.04752E+13,Pedro O Hatfield,326,Jun-15,Jun-17,10,5132,58400,0
Visa,PNC,4.22069E+15,Pamelia C Poulson,752,Feb-15,Feb-32,15,8068,24400,0
Diners Club International,Diners Club,3.0487E+13,Jeanette Washington,341,Aug-07,Aug-19,1,9197,22400,0
Japan Credit Bureau,JCB,3.58747E+15,Shelley I Thomason,280,Dec-15,Dec-25,17,376,91100,0
Diners Club International,Diners Club,3.0275E+13,Bill U Bailey,38,Feb-09,Feb-22,5,11,65500,0
Diners Club International,Diners Club,3.00288E+13,Rayford Y Badillo,793,Apr-14,Apr-22,14,962,16200,0
American Express,Bank of America,3.48469E+14,Darlene M Green,3402,Jun-07,Jun-26,7,419,55500,0
Visa,Citibank,4.87445E+15,Darlena Hubert,86,Aug-11,Aug-26,24,9496,14100,0
Diners Club International,Diners Club,3.93875E+13,Peter S Curry,18,Nov-11,Nov-18,24,6794,87000,0
Master Card,Citibank,5.49766E+15,Jodi P Kowalski,168,Nov-14,Nov-17,3,684,57700,0
Diners Club International,Diners Club,3.0282E+13,James N Livingston,166,Feb-09,Feb-21,17,3540,41200,0
Japan Credit Bureau,JCB,3.57944E+15,Norine Alderete,67,Jan-08,Jan-10,21,5771,154200,1
Japan Credit Bureau,JCB,3.54308E+15,Steve Humphrey,149,Aug-13,Aug-31,20,3560,182600,1
Master Card,Bank of America,5.30988E+15,Louis W Kocher,759,Mar-10,Mar-11,5,6122,171400,1
Japan Credit Bureau,JCB,3.52901E+15,Darrell Whitaker,852,Nov-10,Nov-13,21,2523,66200,0
Discover,Discover,6.01198E+15,Elvina M Worsley,234,Dec-08,Dec-25,6,5435,168400,0
Visa,PNC,4.45524E+15,Dale A Barnes,461,Mar-14,Mar-17,20,7226,110100,1
Japan Credit Bureau,JCB,3.55061E+15,Gerry D Cushing,84,Apr-13,Apr-14,6,9648,145700,0
American Express,American Express,3.43959E+14,June N Farley,5745,Feb-12,Feb-20,21,872,160000,1
Master Card,Chase,5.10458E+15,Bryan J Boudreaux,931,Apr-13,Apr-20,9,6102,74800,0
Diners Club International,Diners Club,3.05895E+13,Herbert K Velez,240,Jun-14,Jun-29,15,578,64900,0
American Express,American Express,3.44347E+14,Theo Z Cooney,4176,Jul-10,Jul-22,25,6029,166700,0
Diners Club International,Diners Club,3.09058E+13,Gloria W Maynard,349,Sep-16,Sep-18,21,4914,108300,1
Discover,Discover,6.56049E+15,Shantelle R Causey,810,Jul-12,Jul-24,15,6919,53500,0
Diners Club International,Diners Club,3.82456E+13,Laurie B Randolph,842,Sep-09,Sep-26,9,1803,136200,0
Diners Club International,Diners Club,3.01404E+13,Tanna A Linn,504,Nov-17,Nov-27,4,3831,168700,0
Discover,Discover,6.01133E+15,Terry Goodman,427,Jun-08,Jun-23,7,9578,73000,0
American Express,American Express,3.79529E+14,Marg D Perea,5021,Apr-09,Apr-19,15,1220,105100,1
Visa,Bank of America,4.34993E+15,Michele Leonard,998,Jun-17,Jun-26,5,6520,191400,0
Diners Club International,Diners Club,3.04857E+13,Ricardo Larson,442,Nov-11,Nov-28,9,9323,180800,0
American Express,American Express,3.44078E+14,Debra I Lloyd,4412,Mar-09,Mar-12,12,6679,120900,0
Japan Credit Bureau,JCB,3.55625E+15,Ernesto Casillas,792,Oct-16,Oct-26,20,1687,136800,0
Discover,Discover,6.45875E+15,Craig Hampton,96,Jun-11,Jun-23,16,2308,188200,0
Japan Credit Bureau,JCB,3.57231E+15,Henry Laster,639,Oct-11,Oct-19,21,2886,152300,1
Diners Club International,Diners Club,3.01443E+13,Robert X Manning,105,Nov-17,Nov-28,25,5698,178200,1
American Express,U.S. Bancorp,3.41465E+14,Noel Shears,5317,Jul-12,Jul-24,14,8003,96200,0
Japan Credit Bureau,JCB,3.5468E+15,Darlene P Hughes,718,Oct-10,Oct-30,28,5745,153200,0
Diners Club International,Diners Club,3.03168E+13,Henry Violette,839,Dec-16,Dec-19,6,7921,15000,0
American Express,U.S. Bancorp,3.75983E+14,Russell V Parsons,7876,Sep-17,Sep-32,11,7061,34300,0
Discover,Discover,6.01194E+15,Roger Ludwig,193,Jan-14,Jan-26,17,7010,152300,1
Master Card,Chase,5.28606E+15,Dean Cochran,314,Aug-07,Aug-26,7,1930,19000,0
Japan Credit Bureau,JCB,3.57572E+15,Katharyn Q Eicher,460,Oct-16,Oct-18,3,2249,172800,0
Japan Credit Bureau,JCB,3.54157E+15,Annie Monroe,461,Dec-16,Dec-27,2,7927,152000,1
American Express,Bank of America,3.40527E+14,Larry Z Schneider,8932,Aug-15,Aug-19,16,5363,163800,0
Japan Credit Bureau,JCB,3.57771E+15,Joanne Cummings,333,Aug-13,Aug-21,12,6521,78700,0
American Express,American Express,3.49935E+14,Steven Carr,3243,Dec-10,Dec-13,16,2024,139100,1
Japan Credit Bureau,JCB,3.56079E+15,Sean Kelley,207,Oct-14,Oct-28,26,460,55100,0
Visa,Wells Fargo,4.52606E+15,Stephania Johanson,669,Feb-08,Feb-09,18,4690,145600,1
Visa,Chase,4.8519E+15,Alicia M Ochoa,291,Apr-11,Apr-18,18,263,156700,1
Diners Club International,Diners Club,3.09778E+13,Kaci Gambrell,912,Dec-12,Dec-28,26,8135,71800,0
Diners Club International,Diners Club,3.04255E+13,Elaine Q Dillard,734,May-11,May-25,8,2618,184600,0
American Express,American Express,3.7332E+14,Greg B Makowski,7731,Dec-15,Dec-24,23,9243,22300,0
Diners Club International,Diners Club,3.0438E+13,Tracy F Burnett,931,Oct-17,Oct-25,18,6020,158800,1
Master Card,Chase,5.21718E+15,Ronna S Rule,897,Jun-09,Jun-12,10,5113,75500,0
Japan Credit Bureau,JCB,3.56455E+15,Sharon E Erickson,152,Feb-09,Feb-10,21,1431,190800,0
American Express,American Express,3.74149E+14,Orlando K Craft,7955,Aug-12,Aug-24,7,6059,189400,1
Diners Club International,Diners Club,3.04402E+13,Ricardo Y Mclean,770,Oct-17,Oct-30,27,8307,98600,0
Visa,Chase,4.9168E+15,Ernesto B Budde,384,May-16,May-21,26,2541,121400,0
Master Card,Citibank,5.31733E+15,Calvin O Frazier,324,Jun-09,Jun-24,14,8781,124500,0
Diners Club International,Diners Club,3.0175E+13,Lesli X Swart,74,Dec-08,Dec-27,18,7615,31100,0
Japan Credit Bureau,JCB,3.56745E+15,Patricia E Holcomb,660,Jan-13,Jan-29,2,5322,171700,0
Visa,Chase,4.49384E+15,Shayne I Pace,843,Mar-09,Mar-23,23,8952,14600,0
American Express,American Express,3.47021E+14,Anne X Underwood,1165,Jul-10,Jul-12,12,9686,154800,1
American Express,American Express,3.4638E+14,Kenneth Ratcliffe,6692,Dec-12,Dec-32,10,6983,97700,0
Visa,Chase,4.91304E+15,Phillip Z Blanchard,610,Apr-07,Apr-18,27,3472,117300,0
Master Card,Chase,5.45732E+15,Pierre E Minard,269,Apr-14,Apr-18,19,8245,169200,1
American Express,U.S. Bancorp,3.42205E+14,Anita Church,5624,Jul-12,Jul-25,25,3080,144200,0
Diners Club International,Diners Club,3.03975E+13,Willard Worthen,158,Jan-16,Jan-18,5,5485,148100,0
Visa,Chase,4.81994E+15,Kimberly Duran,546,Jul-10,Jul-13,23,4411,147900,0
Diners Club International,Diners Club,3.09548E+13,Magdalene L Gish,185,May-14,May-34,8,8583,150000,1
Diners Club International,Diners Club,3.04681E+13,Gladys Roman,177,Dec-17,Dec-25,21,5093,31900,0
Discover,Discover,6.01117E+15,Felipe B Devito,224,Feb-11,Feb-25,26,2856,91400,0
Diners Club International,Diners Club,3.01449E+13,Melvin D Sexton,37,Dec-08,Dec-13,5,4568,25200,0
Diners Club International,Diners Club,3.09393E+13,Louis X Bogan,471,Oct-16,Oct-31,20,3807,113200,1
Master Card,Bank of America,5.4946E+15,Anna P Buckley,29,Nov-10,Nov-15,5,4836,74500,0
Discover,Discover,6.4496E+15,Lani K Hurlburt,959,May-17,May-30,23,9890,25600,0
Discover,Discover,6.2258E+15,Sharon Blanchard,999,Sep-13,Sep-14,3,7180,85200,0
Diners Club International,Diners Club,3.6653E+13,Isaias Stitt,911,Jun-11,Jun-20,8,7333,12900,0
Japan Credit Bureau,JCB,3.55376E+15,Oscar A Bruce,793,Jun-17,Jun-34,11,2677,183100,1
Master Card,Wells Fargo,5.41506E+15,Son O Bloomer,869,Nov-14,Nov-17,12,3605,133300,1
American Express,American Express,3.41657E+14,Renee O Freeman,3541,Jan-11,Jan-25,21,6818,29300,0
Discover,Discover,6.44231E+15,Brad R Stillman,603,May-14,May-33,7,8568,186900,1
Japan Credit Bureau,JCB,3.56286E+15,Alvin Monroe,188,Aug-14,Aug-24,3,1027,69800,0
Visa,Chase,4.35898E+15,Rocco Gleason,420,Jun-14,Jun-18,20,4895,55300,0
Master Card,Citibank,5.18E+15,Sara X Franklin,156,May-14,May-30,1,6425,43900,0
American Express,Bank of America,3.47664E+14,Andy G Nadler,8197,Mar-15,Mar-20,10,1808,87900,0
American Express,American Express,3.45089E+14,Robin Y Lopez,4457,Apr-12,Apr-21,11,7619,10000,0
Master Card,Barclays,5.11606E+15,Hanh Castle,497,Jul-10,Jul-17,9,8688,22400,0
American Express,American Express,3.4336E+14,Holly I Snider,4958,Nov-08,Nov-15,20,6845,66800,0
Master Card,Chase,5.27773E+15,Ambrose Tyler,249,May-15,May-23,21,7649,104300,1
Master Card,Bank of America,5.48048E+15,Edith Q Burks,291,Jul-10,Jul-15,28,1287,133200,1
Diners Club International,Diners Club,3.63723E+13,Renita J Jesse,332,Apr-10,Apr-22,8,6601,133100,0
Visa,Bank of America,4.63747E+15,Frank Z Owen,54,Mar-11,Mar-27,20,8853,51600,0
Discover,Discover,6.01129E+15,Lawrence Brister,560,Nov-12,Nov-25,10,6894,197200,0
Visa,Barclays,4.98269E+15,Derrick M Hartman,646,Dec-14,Dec-28,16,254,140800,0
American Express,Bank of America,3.44751E+14,Stacey A Hernandes,3001,May-14,May-23,19,2095,60100,0
Diners Club International,Diners Club,3.00566E+13,Carol Sandoval,335,Jul-12,Jul-21,16,7684,89400,0
Diners Club International,Diners Club,3.81011E+13,Erick X Purcell,261,Apr-16,Apr-27,5,6955,104900,1
American Express,American Express,3.70992E+14,Albert P Reilly,2260,Oct-16,Oct-28,10,2906,21300,0
Discover,Discover,6.01164E+15,Alvin Lear,40,Mar-10,Mar-21,22,8136,133900,0
Visa,Chase,4.99532E+15,Darrell Nguyen,562,Sep-11,Sep-13,3,71,198100,0
American Express,Bank of America,3.71824E+14,Vida Q Murphree,5807,Sep-07,Sep-22,3,762,166000,1
American Express,American Express,3.468E+14,Ann J Mckay,8696,Sep-14,Sep-16,3,1077,54300,0
Diners Club International,Diners Club,3.02342E+13,Antoine F Kahle,83,Mar-11,Mar-14,12,7346,194000,1
Diners Club International,Diners Club,3.68763E+13,Amber N Vazquez,286,Jul-14,Jul-29,20,3772,158900,0
Visa,Chase,4.20283E+15,Kermit Crossman,359,Jul-17,Jul-26,20,8170,98500,0
American Express,American Express,3.78033E+14,Crystal T Owen,6833,Dec-15,Dec-21,5,5830,99600,0
Diners Club International,Diners Club,3.0365E+13,Mohammed Sanford,457,Apr-10,Apr-12,17,4663,197100,1
Japan Credit Bureau,JCB,3.55722E+15,Jose M Sims,930,Feb-07,Feb-25,9,9598,160700,0
Diners Club International,Diners Club,3.04187E+13,Meta D Caldera,723,Oct-09,Oct-24,20,9862,107700,1
Master Card,Wells Fargo,5.2798E+15,Evelyn Zimmerman,68,May-15,May-29,27,5737,76000,0
Master Card,Citibank,5.31624E+15,Tyrell Oden,18,Jul-14,Jul-18,5,2493,113500,0
Diners Club International,Diners Club,3.00497E+13,Gordon Wilkerson,85,Jan-13,Jan-28,3,5953,161700,1
Diners Club International,Diners Club,3.02617E+13,Letty N Hanna,190,Jan-11,Jan-28,5,3759,140600,0
Discover,Discover,6.01195E+15,Suzanne P Madden,966,Oct-09,Oct-19,14,7661,106700,0
American Express,American Express,3.47774E+14,Christy V Gregory,7830,Aug-07,Aug-11,2,8373,60900,0
Diners Club International,Diners Club,3.0513E+13,Annie X Villarreal,261,May-09,May-29,4,5857,58800,0
Diners Club International,Diners Club,3.05492E+13,Dallas K Holton,769,Dec-13,Dec-25,9,3924,138500,1
Japan Credit Bureau,JCB,3.55358E+15,Frances F Henderson,767,Oct-10,Oct-21,12,39,142000,1
Master Card,Barclays,5.13456E+15,Lavonda L Coen,156,Aug-17,Aug-36,13,5119,104900,0
Discover,Discover,6.01144E+15,Stephanie X Combs,92,Jul-13,Jul-23,16,6480,94300,0
Visa,Wells Fargo,4.22798E+15,Orval F Stites,321,Apr-16,Apr-21,13,1969,147000,1
American Express,USAA,3.48102E+14,Ricky M Sharpe,9676,Oct-11,Oct-12,2,8659,10000,0
Discover,Discover,6.01137E+15,Neville K Cornell,174,Feb-10,Feb-30,16,3489,108200,0
Diners Club International,Diners Club,3.02361E+13,Evelyn P Wolf,34,May-15,May-24,18,1175,169700,0
Discover,Discover,6.01179E+15,Ladonna E Flesher,235,Nov-15,Nov-25,9,962,92700,0
Discover,Discover,6.01154E+15,Betty H Wooten,937,Oct-15,Oct-18,20,4945,84600,0
Discover,Discover,6.01148E+15,Vance A Householder,563,Jun-09,Jun-27,9,7338,196300,1
Diners Club International,Diners Club,3.09198E+13,Sean B Williamson,906,Jan-12,Jan-27,11,4008,157900,0
Diners Club International,Diners Club,3.03853E+13,Adrian O Bickel,581,Apr-08,Apr-26,6,1830,179000,1
Master Card,Capital One,5.29437E+15,Sam Gamble,196,Jun-07,Jun-08,16,6738,100700,0
Japan Credit Bureau,JCB,3.5405E+15,Keith I Helm,744,Dec-11,Dec-22,12,1268,131000,0
Japan Credit Bureau,JCB,3.54928E+15,Louis N Barry,884,Jun-07,Jun-23,13,6789,72300,0
American Express,American Express,3.4135E+14,Lennie O Evan,7303,Feb-12,Feb-17,1,2269,187500,1
Visa,Chase,4.78254E+15,Samuel Willis,827,Jun-14,Jun-17,7,1575,107400,1
American Express,American Express,3.72318E+14,Gertha X Ferrin,7682,Aug-14,Aug-33,24,795,62000,0
Master Card,U.S. Bancorp,5.13244E+15,Vanessa Y Wood,353,Mar-10,Mar-28,25,8602,93500,0
Master Card,Capital One,5.10257E+15,Angeles B Creed,682,Aug-10,Aug-20,3,8150,158500,0
Japan Credit Bureau,JCB,3.56731E+15,Justin Gill,834,Jan-09,Jan-18,9,2470,138300,0
American Express,Bank of America,3.45959E+14,Val Parkman,766,Jan-08,Jan-11,5,4995,185200,0
Japan Credit Bureau,JCB,3.54474E+15,Marvin B Gamble,943,Jan-09,Jan-25,16,7840,73400,0
Japan Credit Bureau,JCB,3.56703E+15,Junko Ferland,121,Jan-12,Jan-29,8,7422,167900,1
Diners Club International,Diners Club,3.94401E+13,Terry A Zimmerman,762,Jan-13,Jan-25,10,6201,119800,0
Visa,Chase,4.95062E+15,Stephanie D Valencia,102,Jun-07,Jun-13,18,1667,68500,0
Diners Club International,Diners Club,3.02356E+13,Gerald F Erickson,924,Mar-16,Mar-35,20,6732,37100,0
Master Card,Chase,5.2769E+15,David P Wyatt,434,Jul-16,Jul-34,15,6521,152600,0
American Express,American Express,3.72387E+14,Samantha C Levine,2460,Nov-08,Nov-16,22,4083,16000,0
Master Card,Bank of America,5.21497E+15,Andrea A Schuh,47,Mar-08,Mar-10,2,4987,116200,1
Visa,First National,4.5768E+15,Howard Sanford,51,Feb-17,Feb-35,17,8376,162000,1
Visa,Chase,4.3776E+15,Raymond Chamberlain,692,Oct-11,Oct-15,17,9275,162200,0
Visa,Chase,4.19766E+15,Glen Knight,919,Dec-09,Dec-20,19,5255,22500,0
American Express,American Express,3.40759E+14,Brenton A Flint,8525,Mar-10,Mar-21,8,5663,39000,0
Diners Club International,Diners Club,3.0024E+13,Sandra J Barrera,24,Jul-09,Jul-19,16,6273,44400,0
Visa,Chase,4.8472E+15,Vi Ruiz,201,Nov-10,Nov-13,28,8313,89100,0
Discover,Discover,6.5184E+15,Emma G Holcomb,213,Jan-12,Jan-28,25,2459,45800,0
Japan Credit Bureau,JCB,3.54421E+15,Samella W Levesque,402,Apr-14,Apr-30,19,3593,33600,0
Diners Club International,Diners Club,3.66295E+13,Micheal A Houston,184,Aug-07,Aug-20,10,6352,104200,0
Visa,Wells Fargo,4.43926E+15,Glenn X Derouen,502,May-17,May-19,2,8968,16200,0
Japan Credit Bureau,JCB,3.57598E+15,Jacob H Lindsay,101,Aug-10,Aug-25,17,323,182400,1
Diners Club International,Diners Club,3.05271E+13,Estrella E Vue,713,May-08,May-17,27,3022,108300,1
American Express,American Express,3.72068E+14,Lloyd Alvarado,7488,Jun-17,Jun-36,15,1507,186100,0
Visa,Chase,4.47166E+15,Nannie R Marcus,17,Nov-14,Nov-23,18,5682,41200,0
Discover,Discover,6.55784E+15,Marion Z Rice,935,Jul-10,Jul-27,21,6139,103000,1
Japan Credit Bureau,JCB,3.55921E+15,Marquis J Kline,32,Feb-11,Feb-25,9,194,26300,0
American Express,American Express,3.78788E+14,Veronica D Prince,9904,Dec-12,Dec-15,10,8626,108900,0
Diners Club International,Diners Club,3.05989E+13,Shalanda Spradlin,970,Sep-16,Sep-23,16,918,149300,0
American Express,U.S. Bancorp,3.44593E+14,Jeff N Webster,7385,Aug-14,Aug-28,28,3149,197000,1
Visa,Chase,4.21633E+15,Delsie L Fitch,1,Sep-08,Sep-14,22,3513,57700,0
Master Card,Barclays,5.14972E+15,Rodney Compton,708,Aug-07,Aug-09,20,8123,72500,0
Discover,Discover,6.53199E+15,Dana Y Barbieri,791,Aug-09,Aug-16,21,6561,132700,1
Japan Credit Bureau,JCB,3.58872E+15,Gordon Q Singleton,204,Mar-15,Mar-25,26,6320,101500,0
Diners Club International,Diners Club,3.00776E+13,Ambrose P Schmit,801,Jun-07,Jun-15,17,6199,67200,0
Master Card,Citibank,5.35643E+15,Jerry Y Burke,8,Sep-11,Sep-27,11,5967,161900,0
Discover,Discover,6.01153E+15,Moises R Render,105,Apr-17,Apr-31,11,7826,128400,1
Japan Credit Bureau,JCB,3.58678E+15,Gary A Hickman,941,Dec-08,Dec-21,12,632,130400,1
American Express,U.S. Bancorp,3.70964E+14,Titus Friend,6414,Feb-15,Feb-26,11,1439,170700,0
American Express,Bank of America,3.73544E+14,Annette X Mclean,1983,Feb-07,Feb-21,17,8216,89000,0
American Express,American Express,3.4319E+14,Amelia Rosenberry,2198,Jun-08,Jun-15,8,9666,62500,0
Master Card,Chase,5.23423E+15,Ruth Newton,143,Dec-14,Dec-33,6,1854,89000,0
Diners Club International,Diners Club,3.02247E+13,Paris G Skeen,563,Feb-12,Feb-20,25,51,108500,1
American Express,American Express,3.48306E+14,Melanie V Huber,7159,Oct-09,Oct-19,24,8047,121700,1
Japan Credit Bureau,JCB,3.55314E+15,Ingeborg S Mccowan,773,Oct-17,Oct-32,20,5674,93400,0
Master Card,U.S. Bancorp,5.44494E+15,Lynn E Bridges,870,Apr-16,Apr-31,24,9828,37600,0
Visa,Chase,4.91671E+15,Lenard T Fox,256,Aug-12,Aug-15,14,634,187000,0
Diners Club International,Diners Club,3.09362E+13,Bryan Parsons,776,Sep-15,Sep-32,21,5287,160700,0
Discover,Discover,6.5475E+15,Tresa Cerda,204,Sep-11,Sep-21,7,9494,150500,0
Visa,U.S. Bancorp,4.17241E+15,Christine Haynes,38,Apr-16,Apr-21,24,4250,151700,0
Visa,GE Capital,4.32542E+15,Eddie C Blankenship,167,Jul-15,Jul-27,21,2225,176700,1
Diners Club International,Diners Club,3.02604E+13,Sally Small,877,Mar-12,Mar-20,11,8444,193800,1
Japan Credit Bureau,JCB,3.55306E+15,Shakia G Terwilliger,498,May-14,May-21,3,8724,92300,0
Diners Club International,Diners Club,3.02082E+13,Sylvia Nicholson,199,Nov-15,Nov-27,1,2949,59800,0
American Express,USAA,3.40643E+14,Cora Z Vanpelt,3154,Sep-11,Sep-14,7,9460,158400,0
American Express,American Express,3.76719E+14,Darlene N Mckay,4220,Aug-15,Aug-24,27,9242,37500,0
American Express,American Express,3.48547E+14,Nichole Dashiell,9869,Oct-16,Oct-29,11,1323,101400,1
Discover,Discover,6.01148E+15,Stephen E Blackburn,563,Jan-14,Jan-26,6,2672,129300,1
Visa,U.S. Bancorp,4.35051E+15,In M English,462,Jul-07,Jul-18,17,225,87300,0
Visa,Barclays,4.26372E+15,Peter U Barker,805,Jul-08,Jul-12,10,9646,76300,0
American Express,USAA,3.72784E+14,Nona B Dugan,9409,Jun-16,Jun-33,2,4520,176200,1
Discover,Discover,6.50915E+15,Floyd U Ryan,197,Sep-08,Sep-09,2,2362,139100,1
American Express,American Express,3.43897E+14,Nicola U Delossantos,6500,Oct-16,Oct-21,25,5814,163400,0
Master Card,Bank of America,5.30739E+15,Steve Merritt,619,Jun-14,Jun-33,7,1396,149400,1
Japan Credit Bureau,JCB,3.53352E+15,Love I Quattlebaum,797,Feb-15,Feb-20,17,6214,51000,0
American Express,U.S. Bancorp,3.71404E+14,Hector Rosario,4505,May-14,May-15,8,8942,90200,0
Discover,Discover,6.01126E+15,Winston Prior,758,Jul-11,Jul-18,3,3587,110400,0
Diners Club International,Diners Club,3.69804E+13,Edward D Griffin,869,Apr-17,Apr-34,9,8042,194700,1
Japan Credit Bureau,JCB,3.57712E+15,Kandra Z Sierra,50,Aug-10,Aug-11,12,8887,113700,0
Visa,GE Capital,4.19723E+15,Phyllis X Preston,305,Jun-17,Jun-20,26,5593,113800,1
Japan Credit Bureau,JCB,3.564E+15,Valene Dorr,623,Aug-16,Aug-17,4,2122,21900,0
Japan Credit Bureau,JCB,3.58653E+15,Sherry Watson,562,Jul-17,Jul-28,24,9468,180900,0
American Express,American Express,3.48349E+14,Gil D Coakley,2362,Jun-14,Jun-27,8,6007,90200,0
Discover,Discover,6.47615E+15,Jeanette Espinoza,598,Nov-16,Nov-34,2,2538,46400,0
Visa,Chase,4.71685E+15,Carolynn R Bradfield,890,Mar-14,Mar-29,19,8878,114900,0
Master Card,Bank of America,5.39008E+15,Leo P Slater,397,Jul-11,Jul-27,13,8931,86400,0
Master Card,Citibank,5.19297E+15,Catherine Messinger,946,Jan-17,Jan-22,26,932,56900,0
American Express,American Express,3.76081E+14,Frank Chan,9994,Apr-15,Apr-20,22,322,193400,0
Discover,Discover,6.22218E+15,Clair X Parada,921,Mar-10,Mar-28,19,343,150900,1
Discover,Discover,6.01155E+15,Rhonda Welch,52,Aug-08,Aug-28,3,2584,116500,0
Visa,Bank of America,4.2451E+15,Elma R Pisano,445,Apr-10,Apr-21,4,8323,170700,1
Japan Credit Bureau,JCB,3.5807E+15,Ethel Christensen,385,Aug-11,Aug-14,5,5594,48500,0
Diners Club International,Diners Club,3.02108E+13,Issac T Holton,207,Nov-07,Nov-25,27,4697,44300,0
Master Card,Citibank,5.31352E+15,Kim Dickerson,253,May-13,May-27,9,1516,16700,0
Japan Credit Bureau,JCB,3.58343E+15,Georgette T Gorham,723,Feb-14,Feb-34,21,8043,65600,0
